flight_event_key,flight_id,airline,source,destination,route,departure_time,arrival_time,departure_date,flight_duration_minutes,calculated_duration_minutes,source_duration_minutes,duration_difference,overnight_flag,duplicate_flight_id_flag,invalid_flight_id_flag,missing_airline_flag,missing_source_flag,missing_destination_flag,missing_departure_time_flag,missing_arrival_time_flag,timestamp_order_flag,sj192_anomaly_flag,duration_anomaly_flag,duration_discrepancy_flag,referential_integrity_flag,duration_kpi_eligible_flag,anomaly_flag,anomaly_reason
Air India|AI163|HYD|MAA|2026-04-20 07:45:41.703,AI163,Air India,HYD,MAA,HYD → MAA,2026-04-20 07:45:41.703,2026-04-20 08:46:41.703,2026-04-20,61.0,61.0,61.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK229|HYD|DEL|2026-04-20 07:40:41.704,UK229,Vistara,HYD,DEL,HYD → DEL,2026-04-20 07:40:41.704,2026-04-20 11:57:41.704,2026-04-20,257.0,257.0,257.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK185|DEL|MAA|2026-04-20 07:31:41.703,UK185,Vistara,DEL,MAA,DEL → MAA,2026-04-20 07:31:41.703,2026-04-20 08:48:41.703,2026-04-20,77.0,77.0,77.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F029|BOM|BLR|2026-04-20 07:31:41.701,6F029,IndiGo,BOM,BLR,BOM → BLR,2026-04-20 07:31:41.701,2026-04-20 11:45:41.701,2026-04-20,254.0,254.0,254.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F056|BOM|MAA|2026-04-20 07:00:41.701,6F056,IndiGo,BOM,MAA,BOM → MAA,2026-04-20 07:00:41.701,2026-04-20 08:49:41.701,2026-04-20,109.0,109.0,109.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI062|MAA|DEL|2026-04-20 06:49:41.701,AI062,Air India,MAA,DEL,MAA → DEL,2026-04-20 06:49:41.701,2026-04-20 07:25:41.701,2026-04-20,36.0,36.0,36.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK034|DEL|BLR|2026-04-20 06:47:41.701,UK034,Vistara,DEL,BLR,DEL → BLR,2026-04-20 06:47:41.701,2026-04-20 10:11:41.701,2026-04-20,204.0,204.0,204.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK079|DEL|BLR|2026-04-20 06:43:41.702,UK079,Vistara,DEL,BLR,DEL → BLR,2026-04-20 06:43:41.702,2026-04-20 10:34:41.702,2026-04-20,231.0,231.0,231.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI135|BLR|BOM|2026-04-20 06:40:41.702,AI135,Air India,BLR,BOM,BLR → BOM,2026-04-20 06:40:41.702,2026-04-20 09:21:41.702,2026-04-20,161.0,161.0,161.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ061|MAA|BLR|2026-04-20 06:38:41.701,SJ061,SpiceJet,MAA,BLR,MAA → BLR,2026-04-20 06:38:41.701,2026-04-20 09:35:41.701,2026-04-20,177.0,177.0,177.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI047|CCU|MAA|2026-04-20 06:36:41.701,AI047,Air India,CCU,MAA,CCU → MAA,2026-04-20 06:36:41.701,2026-04-20 07:23:41.701,2026-04-20,47.0,47.0,47.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK210|DEL|CCU|2026-04-20 06:35:41.704,UK210,Vistara,DEL,CCU,DEL → CCU,2026-04-20 06:35:41.704,2026-04-20 07:30:41.704,2026-04-20,55.0,55.0,55.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI088|MAA|DEL|2026-04-20 06:34:41.702,AI088,Air India,MAA,DEL,MAA → DEL,2026-04-20 06:34:41.702,2026-04-20 10:10:41.702,2026-04-20,216.0,216.0,216.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK177|DEL|HYD|2026-04-20 06:21:41.703,UK177,Vistara,DEL,HYD,DEL → HYD,2026-04-20 06:21:41.703,2026-04-20 10:50:41.703,2026-04-20,269.0,269.0,269.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI128|BOM|CCU|2026-04-20 06:07:41.702,AI128,Air India,BOM,CCU,BOM → CCU,2026-04-20 06:07:41.702,2026-04-20 10:03:41.702,2026-04-20,236.0,236.0,236.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI158|CCU|DEL|2026-04-20 06:04:41.703,AI158,Air India,CCU,DEL,CCU → DEL,2026-04-20 06:04:41.703,2026-04-20 09:01:41.703,2026-04-20,177.0,177.0,177.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK206|MAA|BLR|2026-04-20 06:01:41.703,UK206,Vistara,MAA,BLR,MAA → BLR,2026-04-20 06:01:41.703,2026-04-20 10:34:41.703,2026-04-20,273.0,273.0,273.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ138|BLR|BOM|2026-04-20 05:55:41.702,SJ138,SpiceJet,BLR,BOM,BLR → BOM,2026-04-20 05:55:41.702,2026-04-20 06:43:41.702,2026-04-20,48.0,48.0,48.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI034|DEL|BOM|2026-04-20 05:48:41.701,AI034,Air India,DEL,BOM,DEL → BOM,2026-04-20 05:48:41.701,2026-04-20 10:31:41.701,2026-04-20,283.0,283.0,283.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI012|BOM|CCU|2026-04-20 05:44:41.701,AI012,Air India,BOM,CCU,BOM → CCU,2026-04-20 05:44:41.701,2026-04-20 09:47:41.701,2026-04-20,243.0,243.0,243.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F083|BLR|DEL|2026-04-20 05:24:41.702,6F083,IndiGo,BLR,DEL,BLR → DEL,2026-04-20 05:24:41.702,2026-04-20 06:03:41.702,2026-04-20,39.0,39.0,39.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ083|MAA|BLR|2026-04-20 05:13:41.702,SJ083,SpiceJet,MAA,BLR,MAA → BLR,2026-04-20 05:13:41.702,2026-04-20 08:17:41.702,2026-04-20,184.0,184.0,184.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ186|CCU|DEL|2026-04-20 05:11:41.703,SJ186,SpiceJet,CCU,DEL,CCU → DEL,2026-04-20 05:11:41.703,2026-04-20 07:22:41.703,2026-04-20,131.0,131.0,131.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK001|CCU|DEL|2026-04-20 05:06:41.700,UK001,Vistara,CCU,DEL,CCU → DEL,2026-04-20 05:06:41.700,2026-04-20 06:31:41.700,2026-04-20,85.0,85.0,85.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI217|CCU|BLR|2026-04-20 04:57:41.703,AI217,Air India,CCU,BLR,CCU → BLR,2026-04-20 04:57:41.703,2026-04-20 07:14:41.703,2026-04-20,137.0,137.0,137.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F178|BOM|CCU|2026-04-20 04:48:41.703,6F178,IndiGo,BOM,CCU,BOM → CCU,2026-04-20 04:48:41.703,2026-04-20 09:11:41.703,2026-04-20,263.0,263.0,263.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK015|BLR|BOM|2026-04-20 04:46:41.701,UK015,Vistara,BLR,BOM,BLR → BOM,2026-04-20 04:46:41.701,2026-04-20 06:33:41.701,2026-04-20,107.0,107.0,107.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI112|DEL|BLR|2026-04-20 04:41:41.702,AI112,Air India,DEL,BLR,DEL → BLR,2026-04-20 04:41:41.702,2026-04-20 08:24:41.702,2026-04-20,223.0,223.0,223.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK100|CCU|BLR|2026-04-20 04:40:41.702,UK100,Vistara,CCU,BLR,CCU → BLR,2026-04-20 04:40:41.702,2026-04-20 07:12:41.702,2026-04-20,152.0,152.0,152.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F133|MAA|BLR|2026-04-20 04:38:41.702,6F133,IndiGo,MAA,BLR,MAA → BLR,2026-04-20 04:38:41.702,2026-04-20 06:25:41.702,2026-04-20,107.0,107.0,107.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI227|BLR|MAA|2026-04-20 04:31:41.703,AI227,Air India,BLR,MAA,BLR → MAA,2026-04-20 04:31:41.703,2026-04-20 08:17:41.703,2026-04-20,226.0,226.0,226.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK093|HYD|CCU|2026-04-20 04:31:41.702,UK093,Vistara,HYD,CCU,HYD → CCU,2026-04-20 04:31:41.702,2026-04-20 05:21:41.702,2026-04-20,50.0,50.0,50.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK203|BLR|HYD|2026-04-20 04:12:41.703,UK203,Vistara,BLR,HYD,BLR → HYD,2026-04-20 04:12:41.703,2026-04-20 05:24:41.703,2026-04-20,72.0,72.0,72.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK154|MAA|HYD|2026-04-20 04:00:41.703,UK154,Vistara,MAA,HYD,MAA → HYD,2026-04-20 04:00:41.703,2026-04-20 07:57:41.703,2026-04-20,237.0,237.0,237.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK073|BLR|CCU|2026-04-20 03:59:41.702,UK073,Vistara,BLR,CCU,BLR → CCU,2026-04-20 03:59:41.702,2026-04-20 08:09:41.702,2026-04-20,250.0,250.0,250.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI164|DEL|BLR|2026-04-20 03:57:41.703,AI164,Air India,DEL,BLR,DEL → BLR,2026-04-20 03:57:41.703,2026-04-20 05:45:41.703,2026-04-20,108.0,108.0,108.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK008|CCU|BLR|2026-04-20 03:57:41.701,UK008,Vistara,CCU,BLR,CCU → BLR,2026-04-20 03:57:41.701,2026-04-20 04:34:41.701,2026-04-20,37.0,37.0,37.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK051|HYD|DEL|2026-04-20 03:55:41.701,UK051,Vistara,HYD,DEL,HYD → DEL,2026-04-20 03:55:41.701,2026-04-20 06:55:41.701,2026-04-20,180.0,180.0,180.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK208|DEL|CCU|2026-04-20 03:54:41.704,UK208,Vistara,DEL,CCU,DEL → CCU,2026-04-20 03:54:41.704,2026-04-20 08:51:41.704,2026-04-20,297.0,297.0,297.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI150|BOM|DEL|2026-04-20 03:51:41.703,AI150,Air India,BOM,DEL,BOM → DEL,2026-04-20 03:51:41.703,2026-04-20 04:38:41.703,2026-04-20,47.0,47.0,47.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI189|CCU|DEL|2026-04-20 03:44:41.703,AI189,Air India,CCU,DEL,CCU → DEL,2026-04-20 03:44:41.703,2026-04-20 05:32:41.703,2026-04-20,108.0,108.0,108.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F230|CCU|BLR|2026-04-20 03:34:41.704,6F230,IndiGo,CCU,BLR,CCU → BLR,2026-04-20 03:34:41.704,2026-04-20 06:47:41.704,2026-04-20,193.0,193.0,193.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F169|BOM|DEL|2026-04-20 03:27:41.703,6F169,IndiGo,BOM,DEL,BOM → DEL,2026-04-20 03:27:41.703,2026-04-20 08:06:41.703,2026-04-20,279.0,279.0,279.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI205|BLR|BOM|2026-04-20 03:26:41.703,AI205,Air India,BLR,BOM,BLR → BOM,2026-04-20 03:26:41.703,2026-04-20 05:14:41.703,2026-04-20,108.0,108.0,108.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI103|BLR|BOM|2026-04-20 03:26:41.702,AI103,Air India,BLR,BOM,BLR → BOM,2026-04-20 03:26:41.702,2026-04-20 04:04:41.702,2026-04-20,38.0,38.0,38.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F250|DEL|BLR|2026-04-20 03:26:41.701,6F250,IndiGo,DEL,BLR,DEL → BLR,2026-04-20 03:26:41.701,2026-04-20 07:30:41.701,2026-04-20,244.0,244.0,244.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,"Duplicate Flight ID, Referential Integrity Failure"
Air India|AI246|BOM|BLR|2026-04-20 03:22:41.704,AI246,Air India,BOM,BLR,BOM → BLR,2026-04-20 03:22:41.704,2026-04-20 06:41:41.704,2026-04-20,199.0,199.0,199.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F187|BOM|MAA|2026-04-20 03:19:41.703,6F187,IndiGo,BOM,MAA,BOM → MAA,2026-04-20 03:19:41.703,2026-04-20 07:37:41.703,2026-04-20,258.0,258.0,258.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI082|DEL|CCU|2026-04-20 03:19:41.702,AI082,Air India,DEL,CCU,DEL → CCU,2026-04-20 03:19:41.702,2026-04-20 06:01:41.702,2026-04-20,162.0,162.0,162.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK116|CCU|BOM|2026-04-20 03:18:41.702,UK116,Vistara,CCU,BOM,CCU → BOM,2026-04-20 03:18:41.702,2026-04-20 07:06:41.702,2026-04-20,228.0,228.0,228.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ169|BOM|MAA|2026-04-20 03:10:41.703,SJ169,SpiceJet,BOM,MAA,BOM → MAA,2026-04-20 03:10:41.703,2026-04-20 07:56:41.703,2026-04-20,286.0,286.0,286.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI175|BOM|HYD|2026-04-20 03:08:41.703,AI175,Air India,BOM,HYD,BOM → HYD,2026-04-20 03:08:41.703,2026-04-20 06:55:41.703,2026-04-20,227.0,227.0,227.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ098|HYD|MAA|2026-04-20 03:02:41.702,SJ098,SpiceJet,HYD,MAA,HYD → MAA,2026-04-20 03:02:41.702,2026-04-20 03:37:41.702,2026-04-20,35.0,35.0,35.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ191|BLR|BOM|2026-04-20 03:01:41.703,SJ191,SpiceJet,BLR,BOM,BLR → BOM,2026-04-20 03:01:41.703,2026-04-20 04:23:41.703,2026-04-20,82.0,82.0,82.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ017|DEL|MAA|2026-04-20 02:57:41.701,SJ017,SpiceJet,DEL,MAA,DEL → MAA,2026-04-20 02:57:41.701,2026-04-20 05:00:41.701,2026-04-20,123.0,123.0,123.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK188|MAA|BLR|2026-04-20 02:55:41.703,UK188,Vistara,MAA,BLR,MAA → BLR,2026-04-20 02:55:41.703,2026-04-20 03:44:41.703,2026-04-20,49.0,49.0,49.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI196|MAA|HYD|2026-04-20 02:52:41.703,AI196,Air India,MAA,HYD,MAA → HYD,2026-04-20 02:52:41.703,2026-04-20 04:25:41.703,2026-04-20,93.0,93.0,93.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI068|BOM|BLR|2026-04-20 02:48:41.702,AI068,Air India,BOM,BLR,BOM → BLR,2026-04-20 02:48:41.702,2026-04-20 04:48:42.000,2026-04-20,120.00496666666666,120.00496666666666,120.00496666666666,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ097|BOM|CCU|2026-04-20 02:37:41.702,SJ097,SpiceJet,BOM,CCU,BOM → CCU,2026-04-20 02:37:41.702,2026-04-20 05:27:41.702,2026-04-20,170.0,170.0,170.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ030|DEL|HYD|2026-04-20 02:36:41.701,SJ030,SpiceJet,DEL,HYD,DEL → HYD,2026-04-20 02:36:41.701,2026-04-20 03:19:41.701,2026-04-20,43.0,43.0,43.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F179|HYD|MAA|2026-04-20 02:25:41.703,6F179,IndiGo,HYD,MAA,HYD → MAA,2026-04-20 02:25:41.703,2026-04-20 06:40:41.703,2026-04-20,255.0,255.0,255.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F156|MAA|BOM|2026-04-20 02:23:41.703,6F156,IndiGo,MAA,BOM,MAA → BOM,2026-04-20 02:23:41.703,2026-04-20 04:57:41.703,2026-04-20,154.0,154.0,154.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F250|CCU|BLR|2026-04-20 02:23:41.702,6F250,IndiGo,CCU,BLR,CCU → BLR,2026-04-20 02:23:41.702,2026-04-20 02:56:41.702,2026-04-20,33.0,33.0,33.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,"Duplicate Flight ID, Referential Integrity Failure"
SpiceJet|SJ057|BOM|CCU|2026-04-20 02:17:41.701,SJ057,SpiceJet,BOM,CCU,BOM → CCU,2026-04-20 02:17:41.701,2026-04-20 05:29:41.701,2026-04-20,192.0,192.0,192.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F036|CCU|BLR|2026-04-20 02:14:41.701,6F036,IndiGo,CCU,BLR,CCU → BLR,2026-04-20 02:14:41.701,2026-04-20 06:57:41.701,2026-04-20,283.0,283.0,283.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F201|CCU|BOM|2026-04-20 02:09:41.703,6F201,IndiGo,CCU,BOM,CCU → BOM,2026-04-20 02:09:41.703,2026-04-20 06:49:41.703,2026-04-20,280.0,280.0,280.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F143|CCU|DEL|2026-04-20 02:09:41.702,6F143,IndiGo,CCU,DEL,CCU → DEL,2026-04-20 02:09:41.702,2026-04-20 06:08:41.702,2026-04-20,239.0,239.0,239.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F177|HYD|MAA|2026-04-20 02:03:41.703,6F177,IndiGo,HYD,MAA,HYD → MAA,2026-04-20 02:03:41.703,2026-04-20 04:25:41.703,2026-04-20,142.0,142.0,142.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F031|BOM|BLR|2026-04-20 02:00:41.701,6F031,IndiGo,BOM,BLR,BOM → BLR,2026-04-20 02:00:41.701,2026-04-20 06:37:41.701,2026-04-20,277.0,277.0,277.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK165|DEL|BLR|2026-04-20 01:51:41.703,UK165,Vistara,DEL,BLR,DEL → BLR,2026-04-20 01:51:41.703,2026-04-20 06:04:41.703,2026-04-20,253.0,253.0,253.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F122|DEL|BLR|2026-04-20 01:44:41.702,6F122,IndiGo,DEL,BLR,DEL → BLR,2026-04-20 01:44:41.702,2026-04-20 05:28:41.702,2026-04-20,224.0,224.0,224.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI009|DEL|CCU|2026-04-20 01:31:41.701,AI009,Air India,DEL,CCU,DEL → CCU,2026-04-20 01:31:41.701,2026-04-20 04:05:41.701,2026-04-20,154.0,154.0,154.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F046|DEL|BLR|2026-04-20 01:27:41.701,6F046,IndiGo,DEL,BLR,DEL → BLR,2026-04-20 01:27:41.701,2026-04-20 05:08:41.701,2026-04-20,221.0,221.0,221.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI051|MAA|BLR|2026-04-20 01:27:41.701,AI051,Air India,MAA,BLR,MAA → BLR,2026-04-20 01:27:41.701,2026-04-20 02:22:41.701,2026-04-20,55.0,55.0,55.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK222|BOM|CCU|2026-04-20 01:22:41.704,UK222,Vistara,BOM,CCU,BOM → CCU,2026-04-20 01:22:41.704,2026-04-20 02:57:41.704,2026-04-20,95.0,95.0,95.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ127|BOM|DEL|2026-04-20 01:21:41.702,SJ127,SpiceJet,BOM,DEL,BOM → DEL,2026-04-20 01:21:41.702,2026-04-20 03:58:41.702,2026-04-20,157.0,157.0,157.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI226|BLR|HYD|2026-04-20 01:19:41.703,AI226,Air India,BLR,HYD,BLR → HYD,2026-04-20 01:19:41.703,2026-04-20 04:08:41.703,2026-04-20,169.0,169.0,169.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI216|BOM|CCU|2026-04-20 01:10:41.703,AI216,Air India,BOM,CCU,BOM → CCU,2026-04-20 01:10:41.703,2026-04-20 02:34:41.703,2026-04-20,84.0,84.0,84.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F058|BOM|CCU|2026-04-20 01:04:41.701,6F058,IndiGo,BOM,CCU,BOM → CCU,2026-04-20 01:04:41.701,2026-04-20 03:33:41.701,2026-04-20,149.0,149.0,149.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ207|DEL|CCU|2026-04-20 00:52:41.703,SJ207,SpiceJet,DEL,CCU,DEL → CCU,2026-04-20 00:52:41.703,2026-04-20 04:05:41.703,2026-04-20,193.0,193.0,193.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ198|CCU|BOM|2026-04-20 00:47:41.703,SJ198,SpiceJet,CCU,BOM,CCU → BOM,2026-04-20 00:47:41.703,2026-04-20 05:28:41.703,2026-04-20,281.0,281.0,281.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ108|BLR|HYD|2026-04-20 00:40:41.702,SJ108,SpiceJet,BLR,HYD,BLR → HYD,2026-04-20 00:40:41.702,2026-04-20 03:16:41.702,2026-04-20,156.0,156.0,156.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ155|DEL|CCU|2026-04-20 00:38:41.702,SJ155,SpiceJet,DEL,CCU,DEL → CCU,2026-04-20 00:38:41.702,2026-04-20 05:38:41.702,2026-04-20,300.0,300.0,300.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F193|BOM|MAA|2026-04-20 00:34:41.703,6F193,IndiGo,BOM,MAA,BOM → MAA,2026-04-20 00:34:41.703,2026-04-20 02:32:41.703,2026-04-20,118.0,118.0,118.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F019|BLR|BOM|2026-04-20 00:19:41.701,6F019,IndiGo,BLR,BOM,BLR → BOM,2026-04-20 00:19:41.701,2026-04-20 04:14:41.701,2026-04-20,235.0,235.0,235.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI102|CCU|BLR|2026-04-20 00:17:41.702,AI102,Air India,CCU,BLR,CCU → BLR,2026-04-20 00:17:41.702,2026-04-20 05:08:41.702,2026-04-20,291.0,291.0,291.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F166|BOM|CCU|2026-04-20 00:03:41.703,6F166,IndiGo,BOM,CCU,BOM → CCU,2026-04-20 00:03:41.703,2026-04-20 04:33:41.703,2026-04-20,270.0,270.0,270.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK175|BLR|BOM|2026-04-19 23:56:41.703,UK175,Vistara,BLR,BOM,BLR → BOM,2026-04-19 23:56:41.703,2026-04-20 03:18:41.703,2026-04-19,202.0,202.0,202.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F010|DEL|BLR|2026-04-19 23:53:41.701,6F010,IndiGo,DEL,BLR,DEL → BLR,2026-04-19 23:53:41.701,2026-04-20 03:44:41.701,2026-04-19,231.0,231.0,231.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI234|BOM|MAA|2026-04-19 23:50:41.704,AI234,Air India,BOM,MAA,BOM → MAA,2026-04-19 23:50:41.704,2026-04-20 01:34:41.704,2026-04-19,104.0,104.0,104.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK135|HYD|DEL|2026-04-19 23:50:41.702,UK135,Vistara,HYD,DEL,HYD → DEL,2026-04-19 23:50:41.702,2026-04-20 01:43:41.702,2026-04-19,113.0,113.0,113.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F272|HYD|MAA|2026-04-19 23:35:41.702,6F272,IndiGo,HYD,MAA,HYD → MAA,2026-04-19 23:35:41.702,2026-04-20 00:22:41.702,2026-04-19,47.0,47.0,47.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI061|BOM|CCU|2026-04-19 23:31:41.701,AI061,Air India,BOM,CCU,BOM → CCU,2026-04-19 23:31:41.701,2026-04-20 01:02:41.701,2026-04-19,91.0,91.0,91.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F070|HYD|DEL|2026-04-19 23:23:41.701,6F070,IndiGo,HYD,DEL,HYD → DEL,2026-04-19 23:23:41.701,2026-04-20 02:24:41.701,2026-04-19,181.0,181.0,181.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
